spend_id,channel,campaign,spend_date,amount,currency,impressions,clicks
334,meta_ads,fb_prospecting,2023-07-15 12:18:00,16858.55,EUR,590267,3886
335,meta_ads,ig_lookalike,2023-07-28 12:48:00,48501.77,EUR,74604,3143
336,tiktok_ads,tt_awareness,2023-07-09 08:38:00,33970.0,EUR,216078,12134
337,tiktok_ads,tt_conversion,2023-07-04 15:23:00,32925.16,EUR,64648,2990
338,email,newsletter,2023-07-10 19:04:00,1164.63,EUR,432348,8731
339,email,winback,2023-07-25 14:15:00,153.64,EUR,185708,6415
340,affiliate,aff_partner_a,2023-07-18 08:00:00,44399.64,EUR,684696,13909
341,affiliate,aff_partner_b,2023-07-02 09:52:00,37639.6,EUR,79749,1151
342,google_ads,gad_brand,2023-08-12 17:10:00,102812.75,EUR,86449,1339
343,google_ads,gad_generic,2023-08-15 14:15:00,36576.23,EUR,130439,7023
344,google_ads,gad_retargeting,2023-08-04 15:44:00,78639.47,EUR,512694,3227
345,meta_ads,fb_prospecting,2023-08-16 15:53:00,53133.78,EUR,228374,7171
346,meta_ads,ig_lookalike,2023-08-11 09:26:00,45029.82,EUR,237446,10180
347,tiktok_ads,tt_awareness,2023-08-21 13:16:00,22371.61,EUR,108985,836
348,tiktok_ads,tt_conversion,2023-08-13 18:50:00,6209.84,EUR,297913,7747
349,email,newsletter,2023-08-04 12:06:00,2412.45,EUR,129608,5065
350,email,winback,2023-08-17 18:32:00,300.51,EUR,118519,5353
351,affiliate,aff_partner_a,2023-08-18 12:23:00,34062.33,EUR,411289,11335
352,affiliate,aff_partner_b,2023-08-24 10:59:00,14039.71,EUR,596988,14151
353,google_ads,gad_brand,2023-09-01 10:02:00,18096.4,EUR,261978,10250
354,google_ads,gad_generic,2023-09-24 17:47:00,89370.62,EUR,138253,4485
355,google_ads,gad_retargeting,2023-09-05 14:29:00,2887.0,EUR,191578,9690
356,meta_ads,fb_prospecting,2023-09-23 19:57:00,35776.09,EUR,260983,7622
357,meta_ads,ig_lookalike,2023-09-22 08:25:00,26931.45,EUR,327037,10296
358,tiktok_ads,tt_awareness,2023-09-13 19:17:00,22493.44,EUR,131434,7319
359,tiktok_ads,tt_conversion,2023-09-22 09:25:00,33082.32,EUR,162413,5197
360,email,newsletter,2023-09-20 16:36:00,1535.97,EUR,499381,15492
361,email,winback,2023-09-23 17:14:00,1664.01,EUR,561983,9379
362,affiliate,aff_partner_a,2023-09-05 12:42:00,40589.75,EUR,533131,24784
363,affiliate,aff_partner_b,2023-09-07 17:10:00,37867.51,EUR,692336,14885
364,google_ads,gad_brand,2023-10-05 13:57:00,36365.54,EUR,734004,41123
365,google_ads,gad_generic,2023-10-27 14:28:00,9687.63,EUR,585847,28067
366,google_ads,gad_retargeting,2023-10-01 08:12:00,112728.89,EUR,678272,36907
367,meta_ads,fb_prospecting,2023-10-13 16:39:00,33706.1,EUR,186828,5168
368,meta_ads,ig_lookalike,2023-10-13 11:34:00,21877.97,EUR,686187,13446
369,tiktok_ads,tt_awareness,2023-10-24 12:45:00,24550.7,EUR,229665,10974
370,tiktok_ads,tt_conversion,2023-10-23 14:17:00,14596.14,EUR,498373,28652
371,email,newsletter,2023-10-17 08:18:00,744.72,EUR,307900,5218
372,email,winback,2023-10-25 12:24:00,1350.59,EUR,499945,21275
373,affiliate,aff_partner_a,2023-10-16 19:20:00,13962.84,EUR,425020,17190
374,affiliate,aff_partner_b,2023-10-26 09:22:00,3994.12,EUR,156485,4826
375,google_ads,gad_brand,2023-11-19 12:44:00,86070.3,EUR,470724,12919
376,google_ads,gad_generic,2023-11-12 14:16:00,93109.69,EUR,411214,4097
377,google_ads,gad_retargeting,2023-11-03 19:27:00,43155.26,EUR,165913,3441
378,meta_ads,fb_prospecting,2023-11-21 14:57:00,54084.4,EUR,691660,8044
379,meta_ads,ig_lookalike,2023-11-11 13:38:00,48224.48,EUR,23753,1106
380,tiktok_ads,tt_awareness,2023-11-25 16:49:00,32914.19,EUR,96758,5600
381,tiktok_ads,tt_conversion,2023-11-16 19:58:00,38932.3,EUR,83782,491
382,email,newsletter,2023-11-23 17:27:00,1991.35,EUR,262064,3785
383,email,winback,2023-11-02 17:33:00,238.65,EUR,762005,36024
384,affiliate,aff_partner_a,2023-11-25 18:12:00,46606.42,EUR,589496,6894
385,affiliate,aff_partner_b,2023-11-20 20:08:00,44319.17,EUR,632915,6747
386,google_ads,gad_brand,2023-12-14 15:45:00,41090.25,EUR,146493,5630
387,google_ads,gad_generic,2023-12-06 09:55:00,56412.27,EUR,560662,30532
388,google_ads,gad_retargeting,2023-12-16 12:13:00,100642.5,EUR,467542,3039
389,meta_ads,fb_prospecting,2023-12-10 17:34:00,39098.25,EUR,735125,28613
390,meta_ads,ig_lookalike,2023-12-11 18:40:00,27877.43,EUR,321355,5525
391,tiktok_ads,tt_awareness,2023-12-25 09:13:00,33745.52,EUR,72711,2733
392,tiktok_ads,tt_conversion,2023-12-07 10:34:00,15449.99,EUR,49375,2284
393,email,newsletter,2023-12-05 20:38:00,1164.69,EUR,521251,22858
394,email,winback,2023-12-06 11:47:00,1087.87,EUR,396164,19969
395,affiliate,aff_partner_a,2023-12-10 12:41:00,19234.01,EUR,621444,17877
396,affiliate,aff_partner_b,2023-12-14 17:50:00,14800.13,EUR,588982,17584
