transaction_id,user_id,amount,currency_from,currency_to,rate,created_at,fee_amount
755,320,1312897.67,JPY,GBP,0.005213,2024-01-23 18:39:20,6408.24
756,796,163518.99,NOK,USD,0.092662,2024-01-23 23:44:33,781.64
757,296,2019.94,CHF,USD,1.135658,2024-01-23 23:56:22,9.75
758,596,1107684.24,JPY,PLN,0.026551,2024-01-24 06:55:39,5593.3
759,248,53943.79,PLN,SEK,2.61183,2024-01-24 10:45:15,250.32
760,448,12797.58,EUR,CAD,1.473822,2024-01-24 21:31:24,55.71
761,154,11562.66,USD,CHF,0.876974,2024-01-25 04:18:55,56.19
762,193,19220.39,AUD,EUR,0.610932,2024-01-25 21:13:31,105.79
763,791,58272.24,SEK,AUD,0.143803,2024-01-25 21:15:57,279.9
764,1,3951.82,EUR,USD,1.088606,2024-01-26 06:23:05,21.12
765,581,1792374.17,JPY,PLN,0.026518,2024-01-26 08:26:40,9910.48
766,529,8589.76,CAD,USD,0.739478,2024-01-26 16:42:28,44.55
767,42,2734.6,GBP,JPY,190.173388,2024-01-26 20:12:54,13.93
768,687,993.12,CHF,JPY,171.552327,2024-01-26 22:24:58,4.65
769,518,50021.91,PLN,SEK,2.606763,2024-01-27 03:18:37,216.0
770,864,4290.29,PLN,CHF,0.219726,2024-01-28 02:12:11,19.7
771,819,64702.93,PLN,SEK,2.604397,2024-01-28 05:45:21,315.98
772,458,14433.76,AUD,CAD,0.897863,2024-01-28 07:10:49,65.23
773,852,10301.01,GBP,CAD,1.721439,2024-01-28 11:24:12,49.22
774,362,133487.7,NOK,AUD,0.141012,2024-01-28 18:07:06,713.22
775,60,6694.88,USD,CHF,0.883001,2024-01-28 21:40:51,28.81
776,491,13183.39,CHF,EUR,1.055225,2024-01-29 01:05:27,74.12
777,639,7455.81,CHF,EUR,1.055225,2024-01-29 02:59:52,42.06
778,463,39792.39,PLN,SEK,2.607334,2024-01-29 04:48:14,210.45
779,610,12800.5,CAD,EUR,0.681881,2024-01-29 10:54:26,63.98
780,529,4075.85,EUR,JPY,163.907556,2024-01-30 03:14:49,18.15
781,820,15047.83,USD,NOK,10.652914,2024-01-30 06:23:38,77.03
782,885,8366.84,CHF,USD,1.14206,2024-01-30 11:03:34,38.29
783,81,143312.04,SEK,CHF,0.084271,2024-01-30 19:39:15,658.1
784,41,11283.82,USD,CHF,0.872991,2024-01-31 03:37:51,64.72
785,372,13342.99,USD,AUD,1.511559,2024-01-31 04:05:19,61.44
786,139,14078.39,CAD,AUD,1.113563,2024-01-31 05:18:22,77.34
787,588,10214.3,GBP,CHF,1.110619,2024-01-31 18:32:06,52.05
788,326,5837.64,GBP,JPY,190.695709,2024-01-31 22:13:18,26.87
789,873,9692.17,EUR,USD,1.084568,2024-02-01 00:45:27,41.62
790,20,1869069.15,JPY,SEK,0.069778,2024-02-01 02:45:34,9595.42
791,260,830.11,CHF,USD,1.142508,2024-02-01 03:04:14,4.55
792,271,18246.82,CAD,SEK,7.748126,2024-02-01 12:27:49,99.7
793,285,43193.28,SEK,PLN,0.381992,2024-02-01 13:43:28,207.03
794,795,73084.03,SEK,PLN,0.381992,2024-02-01 15:37:32,372.45
795,715,94014.07,NOK,JPY,14.006868,2024-02-01 20:59:43,533.76
796,459,51246.02,NOK,PLN,0.374189,2024-02-02 15:43:50,262.1
797,537,2445440.94,JPY,EUR,0.006103,2024-02-03 03:57:06,11436.4
798,257,3291.99,CAD,SEK,7.72576,2024-02-03 08:38:42,16.01
799,678,43341.36,NOK,EUR,0.085756,2024-02-03 09:07:45,184.68
800,730,6223.07,CHF,SEK,11.933456,2024-02-03 09:53:05,32.27
801,883,83195.46,SEK,EUR,0.087821,2024-02-03 15:20:31,356.24
802,141,11797.14,EUR,SEK,11.386798,2024-02-03 17:25:52,50.41
803,378,3233.55,AUD,NOK,7.08965,2024-02-03 22:09:06,14.6
804,328,168425.02,NOK,USD,0.09335,2024-02-04 04:39:03,824.39
805,129,12529.67,AUD,CAD,0.892517,2024-02-04 10:03:36,60.83
806,302,152021.67,NOK,PLN,0.371214,2024-02-04 11:48:13,836.66
807,539,12312.34,CHF,NOK,12.196645,2024-02-04 16:45:33,62.76
808,336,1900748.27,JPY,PLN,0.02656,2024-02-04 20:12:30,9934.77
809,550,17608.46,CAD,AUD,1.120427,2024-02-04 23:54:27,84.81
810,220,2434.97,EUR,GBP,0.856739,2024-02-05 03:08:37,11.45
811,763,9961.79,EUR,CHF,0.953343,2024-02-05 09:02:14,57.0
812,334,5403.72,USD,CAD,1.344332,2024-02-05 10:51:47,23.13
813,489,89465.82,SEK,CAD,0.128881,2024-02-05 17:21:34,443.8
814,378,35218.49,PLN,CAD,0.337424,2024-02-05 19:15:58,195.36
815,176,5558.23,GBP,JPY,191.944746,2024-02-05 20:30:26,26.73
816,9,168548.41,SEK,CAD,0.128881,2024-02-05 20:35:09,861.24
817,713,12993.95,USD,EUR,0.919888,2024-02-06 02:25:20,71.43
818,819,2960.01,CAD,CHF,0.648635,2024-02-06 03:18:13,14.83
819,786,1587420.39,JPY,SEK,0.069432,2024-02-06 08:56:38,7269.47
820,230,1064.53,USD,PLN,3.987222,2024-02-06 11:23:16,4.58
821,744,1930447.09,JPY,NOK,0.070874,2024-02-06 12:25:51,8464.32
822,296,2755.3,CAD,CHF,0.648635,2024-02-06 13:04:36,12.82
823,701,16025.04,AUD,PLN,2.654591,2024-02-06 23:40:54,70.96
824,188,3646.99,CHF,GBP,0.902735,2024-02-07 06:06:52,17.68
825,18,16971.74,AUD,CHF,0.577731,2024-02-07 08:19:30,96.9
826,796,3803.8,AUD,SEK,6.912347,2024-02-07 15:08:37,16.95
827,14,165122.89,SEK,PLN,0.38107,2024-02-07 21:04:56,723.67
828,583,12518.26,EUR,AUD,1.636894,2024-02-08 12:05:53,65.88
829,647,966.51,GBP,NOK,13.636464,2024-02-08 21:15:32,4.64
830,136,13178.36,CAD,JPY,110.914361,2024-02-08 21:35:50,71.67
831,900,149989.61,NOK,USD,0.093788,2024-02-08 21:58:09,810.19
832,187,19835.18,AUD,CHF,0.580592,2024-02-08 22:35:45,103.65
833,771,54368.44,PLN,AUD,0.377437,2024-02-09 01:00:34,294.86
834,501,129415.38,SEK,EUR,0.087709,2024-02-09 04:55:01,720.68
835,856,3896.58,GBP,AUD,1.916136,2024-02-09 10:53:50,19.48
836,7,1294.46,EUR,JPY,163.238655,2024-02-09 14:03:00,7.28
837,328,2748.4,GBP,NOK,13.559227,2024-02-09 20:12:08,13.99
838,13,97859.39,SEK,AUD,0.144591,2024-02-10 01:48:52,460.85
839,340,1694977.61,JPY,GBP,0.005243,2024-02-10 04:18:08,8522.58
840,887,1803678.63,JPY,CHF,0.005811,2024-02-10 06:08:20,9076.07
841,787,107918.93,NOK,JPY,14.075241,2024-02-10 15:24:58,615.37
842,124,9529.54,CAD,USD,0.743225,2024-02-10 15:32:45,50.79
843,204,14142.3,CAD,JPY,111.354333,2024-02-10 16:52:47,64.98
844,734,9030.23,EUR,GBP,0.855721,2024-02-10 19:32:29,48.44
845,94,1309.28,CHF,JPY,173.463234,2024-02-11 03:34:15,6.43
846,128,1654.43,EUR,PLN,4.363059,2024-02-11 08:16:59,8.93
847,684,13565.19,USD,CAD,1.354374,2024-02-11 11:14:14,61.8
848,801,124871.17,SEK,USD,0.095717,2024-02-11 21:30:51,564.24
849,534,478364.82,JPY,CHF,0.005831,2024-02-12 01:32:01,2124.47
850,339,11756.01,CAD,SEK,7.685003,2024-02-12 03:56:03,54.49
851,227,30362.21,NOK,JPY,14.090402,2024-02-12 04:54:27,171.58
852,44,46681.52,PLN,NOK,2.67335,2024-02-12 11:00:36,245.79
853,533,58363.3,PLN,SEK,2.601822,2024-02-12 14:24:06,256.63
854,498,20668.2,AUD,JPY,99.98671,2024-02-12 16:15:50,94.06
855,201,555617.25,JPY,CAD,0.008988,2024-02-12 17:51:05,3123.46
856,542,18960.43,CAD,NOK,7.896275,2024-02-12 19:07:26,104.24
857,255,38996.0,PLN,GBP,0.196911,2024-02-12 20:27:33,180.24
858,288,161018.71,SEK,NOK,1.027492,2024-02-12 21:00:00,704.79
859,111,129336.6,JPY,PLN,0.026693,2024-02-13 09:39:28,703.17
860,484,10809.15,EUR,USD,1.092316,2024-02-13 11:06:36,49.16
861,814,168054.19,SEK,CAD,0.129313,2024-02-14 05:24:46,855.27
862,145,9167.34,AUD,CAD,0.900517,2024-02-14 09:58:03,44.46
863,239,85005.55,SEK,PLN,0.3818,2024-02-14 10:15:50,386.7
864,774,12034.2,EUR,JPY,164.392569,2024-02-14 11:49:51,56.19
865,107,2084136.88,JPY,EUR,0.006083,2024-02-14 15:47:15,11590.44
866,851,348763.8,JPY,USD,0.006628,2024-02-14 16:29:39,1534.07
867,752,30879.43,PLN,USD,0.25078,2024-02-14 19:23:04,152.84
868,393,17997.44,CAD,JPY,111.257784,2024-02-15 02:20:09,84.04
869,61,10633.52,USD,EUR,0.915712,2024-02-15 07:04:50,52.04
870,9,14001.6,EUR,USD,1.092046,2024-02-15 10:51:55,70.05
871,70,69350.7,NOK,CHF,0.081842,2024-02-15 11:57:22,301.5
872,337,22377.76,CAD,USD,0.741385,2024-02-15 13:17:25,106.58
873,373,11989.86,NOK,CHF,0.081842,2024-02-15 18:55:49,56.01
874,820,52691.88,PLN,JPY,37.504753,2024-02-15 21:21:26,242.24
875,567,16152.6,CAD,CHF,0.645165,2024-02-16 00:19:33,82.26
876,865,7156.09,EUR,AUD,1.642543,2024-02-16 04:05:28,33.02
877,174,16257.45,USD,SEK,10.444916,2024-02-16 11:40:09,89.43
878,870,2167543.62,JPY,NOK,0.071372,2024-02-16 12:55:57,9548.56
879,482,7808.86,AUD,EUR,0.608812,2024-02-16 13:24:23,42.26
880,619,2076039.6,JPY,SEK,0.069318,2024-02-16 15:30:34,11271.39
881,493,8113.2,GBP,USD,1.266528,2024-02-16 16:19:37,35.09
882,416,12215.8,GBP,EUR,1.169675,2024-02-16 19:58:24,64.35
883,140,12843.04,AUD,EUR,0.608812,2024-02-16 23:55:53,73.24
884,668,16895.98,CAD,SEK,7.736486,2024-02-17 04:12:51,86.44
885,266,3386.4,CHF,AUD,1.710861,2024-02-17 07:48:04,14.42
886,346,645.95,EUR,PLN,4.355382,2024-02-17 09:11:43,3.28
887,667,37750.02,NOK,CHF,0.082433,2024-02-18 08:30:38,202.49
888,370,6657.68,USD,CAD,1.352325,2024-02-18 15:36:28,34.64
889,45,1343.7,CAD,USD,0.739467,2024-02-18 18:14:25,6.62
890,106,8843.43,EUR,CAD,1.463531,2024-02-18 19:42:08,38.09
891,607,101801.7,NOK,SEK,0.976715,2024-02-19 02:26:27,552.84
892,146,8757.09,GBP,EUR,1.167026,2024-02-19 20:34:20,39.04
893,294,2770.98,EUR,CHF,0.947925,2024-02-20 10:37:30,12.8
894,876,3006.83,GBP,SEK,13.25656,2024-02-20 11:03:28,16.21
895,601,897.21,GBP,PLN,5.049121,2024-02-20 14:29:04,4.09
896,359,138949.07,SEK,PLN,0.380877,2024-02-20 22:25:24,729.78
897,601,13243.52,USD,SEK,10.490144,2024-02-21 03:27:25,63.82
898,472,14727.24,CAD,CHF,0.645403,2024-02-21 12:47:26,66.72
899,901,625014.73,JPY,USD,0.006674,2024-02-21 12:49:19,2776.69
900,431,5884.26,EUR,CHF,0.951727,2024-02-21 16:22:17,32.79
901,873,14936.0,USD,GBP,0.784585,2024-02-22 03:16:30,77.45
902,502,22184.16,NOK,CHF,0.081936,2024-02-22 11:23:39,99.58
903,708,2569.09,AUD,CAD,0.90383,2024-02-22 20:12:01,11.87
904,807,3579.85,USD,GBP,0.790756,2024-02-23 08:57:59,19.14
905,181,1189168.41,JPY,AUD,0.009944,2024-02-23 11:32:28,5344.42
906,688,127124.09,SEK,NOK,1.029423,2024-02-23 15:43:55,544.74
907,913,9578.49,USD,AUD,1.519473,2024-02-24 00:51:15,43.45
908,384,50746.1,SEK,EUR,0.088288,2024-02-24 05:13:57,236.36
909,527,4434.86,USD,JPY,151.362475,2024-02-24 08:53:54,24.44
910,154,1820.37,EUR,CHF,0.953111,2024-02-24 13:29:15,9.39
911,726,7715.9,EUR,GBP,0.853081,2024-02-24 16:41:44,33.77
912,296,24595.26,SEK,CHF,0.083746,2024-02-25 02:56:46,117.45
913,627,2009359.49,JPY,GBP,0.005212,2024-02-25 11:39:35,10277.6
914,693,15898.47,USD,AUD,1.503481,2024-02-25 17:35:48,74.38
915,824,12951.19,AUD,SEK,6.910119,2024-02-26 05:09:13,63.32
916,573,12501.21,USD,EUR,0.919679,2024-02-26 19:11:24,64.26
917,288,8438.66,GBP,USD,1.272569,2024-02-26 21:08:38,38.51
918,107,1303481.97,JPY,GBP,0.005223,2024-02-27 00:18:13,5954.8
919,685,1332273.75,JPY,CAD,0.008994,2024-02-27 07:55:40,7182.85
920,498,15882.57,CAD,JPY,111.189367,2024-02-27 08:12:26,72.45
921,625,39113.17,PLN,NOK,2.65349,2024-02-27 12:08:14,196.03
922,771,38991.77,PLN,JPY,37.593863,2024-02-27 15:01:59,190.36
923,240,1222774.02,JPY,NOK,0.070583,2024-02-27 16:45:33,6647.98
924,178,5463.77,GBP,CHF,1.115537,2024-02-27 17:53:57,31.35
925,850,6033.53,GBP,JPY,191.475878,2024-02-27 21:40:19,27.24
926,160,8085.7,SEK,EUR,0.087633,2024-02-27 23:09:56,43.72
927,138,34558.39,PLN,CHF,0.218782,2024-02-28 01:26:00,173.12
928,672,52358.88,NOK,CHF,0.082205,2024-02-28 06:46:36,255.53
929,395,3124.7,PLN,GBP,0.196024,2024-02-28 17:06:24,16.95
930,523,14669.97,USD,CHF,0.878906,2024-02-28 19:13:03,62.37
931,901,23080.97,PLN,SEK,2.622521,2024-02-28 20:14:46,127.73
932,57,22498.37,AUD,GBP,0.522364,2024-02-28 21:48:38,113.02
933,747,107349.91,NOK,EUR,0.085853,2024-02-29 06:30:02,521.23
934,197,2338188.72,JPY,NOK,0.07118,2024-02-29 08:22:16,12004.33
935,776,2437.63,CHF,GBP,0.898034,2024-02-29 08:39:38,11.93
936,824,28659.51,SEK,JPY,14.410571,2024-02-29 08:53:53,150.53
937,757,7197.74,USD,CHF,0.876621,2024-02-29 12:28:54,32.6
938,380,823912.99,JPY,EUR,0.006119,2024-03-01 04:04:41,3602.19
939,789,1116.2,USD,GBP,0.788167,2024-03-01 08:39:26,5.95
940,625,17445.43,PLN,CHF,0.219587,2024-03-01 13:41:53,82.5
941,684,2511195.09,JPY,CAD,0.009014,2024-03-01 19:04:05,11471.71
942,221,18571.06,AUD,EUR,0.607352,2024-03-01 22:33:35,101.69
943,872,7444.33,EUR,CHF,0.955716,2024-03-02 04:50:58,36.31
944,542,15762.17,PLN,GBP,0.196899,2024-03-02 16:48:17,80.65
945,692,173028.78,NOK,CHF,0.082253,2024-03-02 21:55:32,926.45
946,355,570354.46,JPY,SEK,0.069138,2024-03-02 23:59:44,2821.55
947,741,48539.83,PLN,CHF,0.218903,2024-03-03 15:22:47,270.13
948,1059,94889.17,SEK,EUR,0.088029,2024-03-03 16:33:41,409.69
949,379,4943.61,EUR,USD,1.089008,2024-03-03 22:24:35,28.26
950,600,12048.22,GBP,AUD,1.911888,2024-03-03 22:44:06,63.6
951,950,82072.14,SEK,PLN,0.382109,2024-03-04 02:32:10,356.46
952,806,8143.79,CHF,JPY,172.773086,2024-03-04 11:58:39,46.37
953,497,12123.29,GBP,NOK,13.615608,2024-03-04 12:26:24,57.32
954,293,19522.51,PLN,SEK,2.617058,2024-03-04 17:15:29,83.69
955,797,15194.01,USD,SEK,10.521618,2024-03-04 21:58:42,73.36
956,717,15017.28,AUD,JPY,100.457373,2024-03-05 07:23:33,69.98
957,505,11111.37,USD,CAD,1.343094,2024-03-05 22:45:08,63.57
958,622,91922.95,NOK,CHF,0.081993,2024-03-06 12:25:53,461.63
959,210,9625.97,CHF,EUR,1.050023,2024-03-06 13:12:55,42.98
960,547,10346.08,EUR,NOK,11.615076,2024-03-06 13:23:12,46.37
961,154,5449.47,CHF,JPY,172.360965,2024-03-06 17:47:31,26.7
962,284,108103.59,NOK,PLN,0.371877,2024-03-07 05:05:49,542.76
963,233,7837.85,GBP,AUD,1.920113,2024-03-07 06:12:26,40.89
964,122,5024.8,EUR,SEK,11.375917,2024-03-07 10:02:30,21.67
965,549,1895793.56,JPY,EUR,0.006121,2024-03-07 10:46:56,8617.19
966,196,9465.88,CAD,CHF,0.646933,2024-03-07 10:55:36,43.9
967,958,20599.03,SEK,CAD,0.129045,2024-03-07 11:51:05,104.05
968,381,12525.4,PLN,SEK,2.626108,2024-03-07 12:14:11,64.01
969,662,9438.41,CHF,GBP,0.903321,2024-03-07 12:54:55,40.42
970,565,478620.03,JPY,PLN,0.026515,2024-03-07 15:04:23,2088.6
971,868,13795.73,USD,GBP,0.791119,2024-03-07 15:37:27,78.85
972,87,5455.44,USD,PLN,3.994737,2024-03-07 20:41:50,26.21
973,588,14555.09,CHF,USD,1.141827,2024-03-07 22:54:35,72.77
974,80,18133.19,CAD,AUD,1.11834,2024-03-08 16:12:59,96.45
975,553,30226.58,PLN,SEK,2.602343,2024-03-08 21:16:02,138.05
976,343,9308.55,CAD,JPY,111.384364,2024-03-09 08:20:48,52.31
977,64,20571.18,AUD,CHF,0.581222,2024-03-09 20:15:38,105.54
978,156,7811.29,GBP,AUD,1.925498,2024-03-10 00:05:58,44.82
979,242,11623.06,EUR,AUD,1.6395,2024-03-10 02:09:16,58.33
980,216,26123.82,PLN,GBP,0.196422,2024-03-10 09:18:50,149.26
981,702,105570.95,SEK,PLN,0.381219,2024-03-10 17:14:25,552.85
982,73,8406.85,AUD,USD,0.661472,2024-03-10 18:11:52,42.57
983,570,3764.0,GBP,CHF,1.116981,2024-03-10 19:19:47,19.84
984,874,7032.97,CHF,AUD,1.723841,2024-03-10 22:26:33,32.84
985,5,2928.36,AUD,USD,0.664178,2024-03-11 12:34:09,13.47
986,548,7016.83,GBP,PLN,5.05008,2024-03-11 13:55:24,33.41
987,452,551779.2,JPY,CHF,0.005864,2024-03-11 14:06:30,2512.22
988,824,53655.91,PLN,SEK,2.627371,2024-03-11 14:38:44,249.22
989,660,11356.36,USD,CHF,0.882508,2024-03-11 18:47:58,54.68
990,947,1910598.05,JPY,AUD,0.010005,2024-03-11 22:18:35,8887.57
991,273,11699.43,AUD,GBP,0.521827,2024-03-12 00:18:36,66.14
992,914,82507.47,SEK,EUR,0.087612,2024-03-12 01:45:28,380.89
993,338,4151.75,USD,CAD,1.346764,2024-03-12 07:37:17,19.67
994,785,66955.89,NOK,GBP,0.072893,2024-03-12 23:04:54,328.57
995,978,77733.9,SEK,CHF,0.083195,2024-03-13 01:38:58,347.99
996,649,10216.73,GBP,SEK,13.382233,2024-03-13 03:42:21,48.73
997,554,1742515.43,JPY,GBP,0.005216,2024-03-13 06:43:06,9017.36
998,948,39522.71,PLN,EUR,0.230056,2024-03-13 13:42:51,180.76
999,843,7730.14,CHF,USD,1.147514,2024-03-13 17:27:44,43.94
1000,1025,81381.95,SEK,JPY,14.319771,2024-03-14 22:35:20,428.52
1001,654,125157.64,JPY,CAD,0.009038,2024-03-14 22:38:21,660.45
1002,482,3213.38,CAD,JPY,111.98518,2024-03-15 02:06:47,16.73
1003,185,1328448.57,JPY,USD,0.006577,2024-03-15 15:46:00,7312.73
1004,180,9460.5,GBP,NOK,13.628542,2024-03-15 20:29:37,46.22
1005,750,4987.56,CAD,NOK,7.946137,2024-03-15 20:57:16,22.21
1006,441,5450.72,CAD,CHF,0.645643,2024-03-16 11:26:30,28.46
1007,28,657887.31,JPY,PLN,0.026458,2024-03-16 11:56:46,2842.17
1008,63,1222636.12,JPY,USD,0.006593,2024-03-16 20:37:14,6094.52
1009,821,13542.89,CAD,USD,0.736633,2024-03-16 20:44:47,71.28
1010,128,7815.86,USD,EUR,0.920408,2024-03-17 01:50:06,38.5
1011,978,19598.59,PLN,EUR,0.230141,2024-03-17 06:00:36,95.33
1012,431,11240.04,PLN,SEK,2.626731,2024-03-17 10:36:47,63.0
1013,105,45008.66,PLN,CAD,0.338953,2024-03-17 11:50:55,214.63
1014,614,24246.82,AUD,EUR,0.609072,2024-03-17 17:44:08,127.05
1015,969,6288.95,USD,EUR,0.920408,2024-03-17 17:46:09,28.41
1016,228,8961.32,GBP,SEK,13.361724,2024-03-18 00:09:31,42.13
1017,856,51816.18,PLN,NOK,2.688007,2024-03-18 07:51:58,227.66
1018,546,9995.57,CHF,PLN,4.528964,2024-03-18 14:44:51,56.05
1019,199,569.84,EUR,CHF,0.956519,2024-03-18 15:51:16,3.18
1020,262,6371.41,GBP,EUR,1.173627,2024-03-18 15:59:41,35.5
1021,167,10817.84,CHF,JPY,170.826307,2024-03-18 16:45:02,54.11
1022,528,9438.58,USD,CAD,1.351972,2024-03-18 20:59:41,51.03
1023,887,56473.26,NOK,GBP,0.073679,2024-03-19 08:25:29,265.83
1024,73,23196.05,AUD,EUR,0.607697,2024-03-19 11:14:56,109.36
1025,599,8188.19,GBP,EUR,1.171918,2024-03-19 11:38:04,44.27
1026,688,12516.52,CHF,SEK,11.953791,2024-03-19 14:14:01,69.3
1027,476,1268466.32,JPY,PLN,0.026375,2024-03-19 15:59:20,6936.2
1028,1066,104394.98,SEK,CAD,0.129236,2024-03-19 17:35:26,550.42
1029,826,1722614.99,JPY,AUD,0.01003,2024-03-19 19:14:50,7740.86
1030,901,3741.33,EUR,NOK,11.581312,2024-03-19 20:53:16,20.48
1031,620,92666.34,SEK,EUR,0.087646,2024-03-20 05:02:07,467.83
1032,341,11385.84,CAD,JPY,111.745977,2024-03-20 23:55:56,55.29
1033,361,84024.9,NOK,SEK,0.978137,2024-03-21 05:53:19,380.7
1034,286,536236.02,JPY,NOK,0.070773,2024-03-21 06:46:05,2347.11
1035,1066,2748.52,GBP,JPY,193.607908,2024-03-21 21:12:58,12.37
1036,753,11863.9,GBP,USD,1.266435,2024-03-22 05:01:42,54.02
1037,405,42670.1,PLN,SEK,2.62103,2024-03-22 16:57:07,203.35
1038,396,4004.14,EUR,JPY,163.692912,2024-03-22 22:36:08,17.84
1039,705,21624.84,PLN,SEK,2.62171,2024-03-23 03:35:46,118.1
1040,1001,1264076.78,JPY,PLN,0.026503,2024-03-23 08:46:13,5662.97
1041,446,10204.21,EUR,CAD,1.465133,2024-03-23 20:41:02,52.04
1042,941,2525.62,CHF,USD,1.137309,2024-03-24 00:19:56,12.92
1043,76,6532.72,CAD,PLN,2.961843,2024-03-24 04:19:48,36.6
1044,802,860.65,CAD,AUD,1.120984,2024-03-24 10:27:18,4.18
1045,523,155644.92,NOK,AUD,0.141195,2024-03-24 11:22:51,834.08
1046,691,11689.5,AUD,EUR,0.607202,2024-03-24 13:41:00,58.49
1047,578,8456.67,CAD,USD,0.737578,2024-03-24 14:45:51,41.4
1048,996,12758.08,PLN,SEK,2.620362,2024-03-24 20:03:04,58.77
1049,526,1427258.08,JPY,SEK,0.069656,2024-03-24 23:11:53,7688.89
1050,394,14673.38,CAD,NOK,7.924417,2024-03-25 02:06:29,79.56
1051,966,4551.91,GBP,JPY,190.906219,2024-03-26 04:46:30,21.16
1052,914,44067.44,PLN,NOK,2.672457,2024-03-26 06:41:14,231.02
1053,167,2141.9,GBP,CHF,1.111643,2024-03-26 09:00:03,11.46
1054,773,5358.25,AUD,CHF,0.579636,2024-03-26 17:45:29,26.29
1055,609,9056.18,EUR,CHF,0.953024,2024-03-26 18:16:41,41.98
1056,96,4431.04,CAD,USD,0.735227,2024-03-26 19:49:53,22.86
1057,1064,443541.84,JPY,NOK,0.070995,2024-03-26 23:52:52,2119.87
1058,969,107285.65,SEK,JPY,14.373164,2024-03-27 09:10:09,543.88
1059,767,2741.7,USD,AUD,1.508642,2024-03-27 21:01:10,12.61
1060,20,10732.18,AUD,GBP,0.518198,2024-03-27 23:30:58,59.28
1061,299,47564.41,PLN,EUR,0.230959,2024-03-28 03:07:40,262.53
1062,817,8392.98,GBP,SEK,13.240981,2024-03-28 04:53:39,37.66
1063,1003,131296.53,SEK,NOK,1.023606,2024-03-28 06:49:16,730.77
1064,366,4859.17,AUD,CAD,0.896033,2024-03-28 07:14:52,26.85
1065,73,12783.3,CHF,AUD,1.721457,2024-03-28 09:50:05,67.86
1066,897,7232.7,GBP,USD,1.270948,2024-03-28 13:21:48,32.32
1067,151,34713.22,PLN,USD,0.251105,2024-03-28 15:32:07,157.19
1068,43,7681.15,CAD,CHF,0.648305,2024-03-28 19:49:16,41.85
1069,618,2111131.22,JPY,NOK,0.070814,2024-03-29 05:49:00,9492.53
1070,73,17969.34,PLN,SEK,2.617034,2024-03-29 08:21:35,99.35
1071,1060,1596760.47,JPY,EUR,0.006111,2024-03-29 13:29:52,8798.3
1072,511,891712.24,JPY,PLN,0.026641,2024-03-29 15:31:47,5122.4
1073,514,15195.08,EUR,CHF,0.950795,2024-03-29 21:13:20,73.99
1074,649,15471.78,AUD,USD,0.662846,2024-03-29 23:30:19,76.11
1075,674,7786.96,USD,EUR,0.924091,2024-03-30 01:49:42,37.17
1076,106,131515.47,NOK,USD,0.092844,2024-03-30 03:16:23,568.72
1077,728,702959.95,JPY,NOK,0.070959,2024-03-30 05:51:16,3546.27
1078,169,6522.48,GBP,AUD,1.916954,2024-03-30 10:11:28,37.26
1079,208,1594566.09,JPY,SEK,0.069254,2024-03-30 14:13:58,8656.94
1080,126,3376.16,CAD,EUR,0.677167,2024-03-30 21:06:13,16.62
1081,61,11921.4,USD,EUR,0.917233,2024-03-31 02:23:10,60.25
1082,480,6172.38,USD,AUD,1.508823,2024-03-31 02:40:05,34.17
1083,276,1045393.22,JPY,AUD,0.010057,2024-03-31 02:47:56,5387.98
1084,509,8081.71,GBP,CHF,1.114808,2024-03-31 13:59:38,39.4
1085,852,4745.89,USD,AUD,1.508823,2024-03-31 18:22:07,23.95
1086,745,12948.56,GBP,USD,1.276469,2024-04-01 06:12:19,65.98
1087,506,16391.57,USD,PLN,3.967475,2024-04-01 16:49:33,76.06
1088,595,10522.07,GBP,CHF,1.107942,2024-04-02 00:37:05,46.93
1089,314,13370.85,AUD,JPY,100.66793,2024-04-02 02:14:42,71.18
1090,946,19992.64,SEK,EUR,0.088232,2024-04-02 14:17:17,93.28
1091,877,16139.41,CAD,AUD,1.114892,2024-04-02 22:12:18,70.9
1092,595,1452379.97,JPY,SEK,0.068844,2024-04-03 22:48:11,7179.3
1093,951,6799.78,GBP,USD,1.274373,2024-04-03 23:02:08,38.95
1094,950,3874.01,GBP,NOK,13.524857,2024-04-04 04:32:41,20.7
1095,865,383814.86,JPY,PLN,0.026671,2024-04-04 04:59:59,2022.56
1096,221,2295.89,EUR,NOK,11.577558,2024-04-04 16:50:21,11.62
1097,397,6029.16,CAD,PLN,2.957064,2024-04-04 17:01:59,26.69
1098,684,7023.16,USD,CAD,1.356662,2024-04-05 14:29:11,34.89
1099,7,7300.46,CHF,NOK,12.156656,2024-04-06 05:21:34,36.88
1100,379,140247.03,NOK,PLN,0.376832,2024-04-06 09:34:02,750.42
1101,389,4507.56,CAD,USD,0.738151,2024-04-06 14:27:36,23.64
1102,707,653751.11,JPY,GBP,0.005247,2024-04-06 16:56:03,3146.76
1103,720,2932.12,EUR,NOK,11.577558,2024-04-06 16:58:13,15.65
1104,15,22780.83,AUD,USD,0.664614,2024-04-06 18:24:27,98.79
1105,646,7950.0,NOK,SEK,0.97717,2024-04-06 20:01:03,34.3
1106,267,7202.32,USD,PLN,4.006976,2024-04-06 21:59:46,37.27
1107,703,22292.6,CAD,NOK,7.90406,2024-04-07 00:25:09,120.41
1108,779,5197.27,CHF,PLN,4.594341,2024-04-07 03:05:19,24.87
1109,478,120896.4,NOK,JPY,14.102011,2024-04-07 17:36:00,555.66
